structure_1,structure_2,pdd_emd,amd_dist,identical,very_similar,similar
mp-2229,cod-9004181,1.04099562,1.040995621685258,False,False,False
mp-2229,cod-9008877,1.0395503,1.0395503009366265,False,False,False
mp-2229,cod-9011662,1.0394221,1.0394221095096126,False,False,False
mp-2346983,mp-997630,1.4193969265963888,1.314492651640955,False,False,False
mp-2346983,cod-1011258,1.31819145,1.3181914573203448,False,False,False
mp-2346983,cod-1011259,1.245591,1.2455910076965369,False,False,False
mp-2346983,cod-1534836,1.5397428,1.539742804534689,False,False,False
mp-2346983,cod-1536063,1.0337130271355537,0.5868175550335972,False,False,False
mp-2346983,cod-1537875,1.28355126,1.2835512629409171,False,False,False
mp-2346983,cod-2107059,1.30682262,1.3068226200000002,False,False,False
mp-2346983,cod-2300112,1.29794264,1.2979426400000003,False,False,False
mp-2346983,cod-2300113,1.30975894,1.3097589400000003,False,False,False
mp-2346983,cod-2300114,1.32314682,1.32314682,False,False,False
mp-2346983,cod-2300115,1.337103125,1.3371031268855926,False,False,False
mp-2346983,cod-2300116,1.3583761650000001,1.3583761717979055,False,False,False
mp-2346983,cod-2300450,1.30907029,1.3090702977687982,False,False,False
mp-2346983,cod-4517837,0.8829580035518609,0.7044082795220246,False,False,False
mp-2346983,cod-9004178,1.29959508,1.29959508,False,False,False
mp-2346983,cod-9004179,1.29877846,1.29877846,False,False,False
mp-2346983,cod-9004180,1.29491166,1.2949116600000001,False,False,False
mp-2346983,cod-9004181,1.30480273,1.3048027364656114,False,False,False
mp-2346983,cod-9008877,1.24562858,1.245628581927281,False,False,False
mp-2346983,cod-9011662,1.24588763,1.245887633472504,False,False,False
mp-997630,cod-1011258,1.0194786500541857,1.0178502569988197,False,False,False
mp-997630,cod-1011259,1.0744852061872567,1.072856813296239,False,False,False
mp-997630,cod-1534836,0.3406829638726808,0.8571428571428572,False,False,True
mp-997630,cod-1536063,1.2422154299224442,1.2010230026156945,False,False,False
mp-997630,cod-1537875,1.0965153894727158,1.094886999686985,False,False,False
mp-997630,cod-2107059,1.0217506682966382,1.0201222731545299,False,False,False
mp-997630,cod-2300112,1.031569492070552,1.0299410989490498,False,False,False
mp-997630,cod-2300113,1.015000415233315,1.0133720208576453,False,False,False
mp-997630,cod-2300114,0.9983911958976838,0.9967628021598038,False,False,False
mp-997630,cod-2300115,0.982558899864309,0.9809306000885885,False,False,False
mp-997630,cod-2300116,0.9715527569712215,0.9699243615035344,False,False,False
mp-997630,cod-2300450,1.0317733378957314,1.0301449459654668,False,False,False
mp-997630,cod-4517837,1.2040601008938283,1.1532595110860946,False,False,False
mp-997630,cod-9004178,1.0310192545925614,1.0293908604013575,False,False,False
mp-997630,cod-9004179,1.0337557244831026,1.0321273318382609,False,False,False
mp-997630,cod-9004180,1.0310192545925614,1.0293908604013575,False,False,False
mp-997630,cod-9004181,1.0337557244831026,1.0321273318382609,False,False,False
mp-997630,cod-9008877,1.0323104045409155,1.0306820110896293,False,False,False
mp-997630,cod-9011662,1.032182212046043,1.0305538196626154,False,False,False
cod-1011258,cod-1011259,0.24694771,0.24694771516140168,False,False,True
cod-1011258,cod-1534836,1.05616054,1.0561605474243625,False,False,False
cod-1011258,cod-1536063,1.1449475258786743,0.8888888888888888,False,False,False
cod-1011258,cod-1537875,0.70760141,0.707601412064248,False,False,False
cod-1011258,cod-2107059,0.04578273,0.04578273755927054,False,True,True
cod-1011258,cod-2300112,0.06131559,0.06131559631984107,False,True,True
cod-1011258,cod-2300113,0.03494099,0.034940996464524865,False,True,True
cod-1011258,cod-2300114,0.06607989,0.06607989103990342,False,True,True
cod-1011258,cod-2300115,0.10513458,0.10513458855347313,False,False,True
cod-1011258,cod-2300116,0.11797542,0.11797542157740626,False,False,True
cod-1011258,cod-2300450,0.05551676,0.05551676866293054,False,True,True
cod-1011258,cod-4517837,0.9376665639812991,0.8899012249918306,False,False,False
